Dataset	ScanNumber	Ion Injection Time (ms)	Scan Segment	Scan Event	Charge State	Monoisotopic M/Z	Collision Mode	Scan Filter Text
0	44							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	45							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	46							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	47							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	48							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	49							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	50							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	51							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	52							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	53							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	54							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	55							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	56							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	57							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	58							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	59							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	60							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	61							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	62							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	63							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	64							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	65							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	66							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	67							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	68							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	69							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	70							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	71							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	72							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	73							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	74							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	75							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	76							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	77							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	78							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	79							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	80							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	81							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	82							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	83							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	84							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	85							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	86							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	87							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	88							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	89							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	90							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	91							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	92							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	93							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	94							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	95							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	96							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	97							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	98							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	99							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	100							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	101							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	102							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	103							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	104							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	105							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	106							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	107							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	108							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	109							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	110							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	111							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	112							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	113							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	114							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	115							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	116							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	117							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	118							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	119							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	120							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	121							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	122							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	123							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	124							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	125							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	126							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	127							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	128							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	129							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	130							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	131							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	132							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	133							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	134							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	135							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	136							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	137							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	138							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	139							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	140							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	141							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	142							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	143							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	144							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	145							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	146							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	147							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	148							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	149							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	150							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	151							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	152							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	153							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	154							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	155							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	156							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	157							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	158							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	159							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	160							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	161							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	162							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	163							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	164							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	165							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	166							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	167							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	168							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	169							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	170							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	171							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	172							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	173							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	174							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	175							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	176							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	177							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	178							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	179							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	180							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	181							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	182							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	183							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	184							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	185							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	186							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	187							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	188							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	189							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	190							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	191							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	192							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	193							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	194							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	195							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	196							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	197							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	198							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	199							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	200							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	201							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	202							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	203							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	204							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	205							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	206							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	207							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	208							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	209							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	210							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	211							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	212							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	213							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	214							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	215							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	216							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	217							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	218							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	219							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	220							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	221							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	222							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	223							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	224							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	225							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	226							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	227							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	228							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	229							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	230							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	231							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	232							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	233							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	234							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	235							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	236							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	237							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	238							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	239							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	240							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	241							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	242							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	243							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	244							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	245							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	246							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	247							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	248							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	249							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	250							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	251							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	252							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	253							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	254							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	255							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	256							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	257							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	258							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	259							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	260							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	261							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	262							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	263							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	264							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	265							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	266							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	267							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	268							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	269							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	270							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	271							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	272							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	273							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	274							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	275							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	276							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	277							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	278							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
0	279							+ c NSI SRM ms2 670.862 [218.149-218.151, 614.350-614.352, 701.382-701.384]
0	280							+ c NSI SRM ms2 674.869 [226.163-226.165, 622.364-622.366, 709.396-709.398]
0	281							+ c NSI SRM ms2 328.522 [413.213-413.215, 585.298-585.300, 686.346-686.348]
0	282							+ c NSI SRM ms2 331.194 [421.228-421.230, 593.312-593.314, 694.360-694.362]
