Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName	DriftTime
0	152	2.5292	1	4.9634E+07	1.2777E+06	0	0	931734	931734	HMS	35.1722
0	153	2.5459	1	5.0908E+07	1.3055E+06	0	0	949102	949102	HMS	35.1722
0	154	2.5627	1	4.8394E+07	1.253E+06	0	0	918834	918834	HMS	35.1722
0	155	2.5794	1	4.9689E+07	1.2983E+06	0	0	936062	936062	HMS	35.1722
0	156	2.5962	1	4.8906E+07	1.2642E+06	0	0	921360	921360	HMS	35.1722
0	157	2.6129	1	5.0048E+07	1.2929E+06	0	0	950223	950223	HMS	35.1722
0	158	2.6297	1	5.0408E+07	1.3116E+06	0	0	938877	938877	HMS	35.1722
0	159	2.6464	1	5.0103E+07	1.283E+06	0	0	933569	933569	HMS	35.1722
0	160	2.6632	1	4.8675E+07	1.2767E+06	0	0	904518	904518	HMS	35.1722
0	161	2.6799	1	5.0489E+07	1.3063E+06	0	0	925266	925266	HMS	35.1722
0	162	2.6967	1	4.9487E+07	1.3046E+06	0	0	909328	909328	HMS	35.1722
0	163	2.7134	1	4.9382E+07	1.28E+06	0	0	925625	925625	HMS	35.1722
0	164	2.7302	1	5.0017E+07	1.2993E+06	0	0	903549	903549	HMS	35.1722
0	165	2.7469	1	4.9987E+07	1.2964E+06	0	0	915542	915542	HMS	35.1722
0	166	2.7637	1	4.8766E+07	1.2781E+06	0	0	885565	885565	HMS	35.1778
0	167	2.7804	1	4.9781E+07	1.3059E+06	0	0	896741	896741	HMS	35.1778
0	168	2.7972	1	4.9948E+07	1.3173E+06	0	0	902607	902607	HMS	35.1778
0	169	2.8139	1	5.0585E+07	1.3107E+06	0	0	928980	928980	HMS	35.1778
0	170	2.8307	1	4.9479E+07	1.2986E+06	0	0	914540	914540	HMS	35.1778
0	171	2.8474	1	5.0925E+07	1.3203E+06	0	0	908602	908602	HMS	35.1778
0	172	2.8642	1	4.9206E+07	1.2957E+06	0	0	888170	888170	HMS	35.1778
0	173	2.8809	1	5.0258E+07	1.3179E+06	0	0	906913	906913	HMS	35.1778
0	174	2.8977	1	5.1165E+07	1.3096E+06	0	0	920249	920249	HMS	35.1778
0	175	2.9144	1	4.9637E+07	1.286E+06	0	0	898896	898896	HMS	35.1778
0	176	2.9312	1	5.0506E+07	1.3062E+06	0	0	917011	917011	HMS	35.1778
0	177	2.9479	1	4.9618E+07	1.2868E+06	0	0	904963	904963	HMS	35.1778
0	178	2.9647	1	4.9397E+07	1.2943E+06	0	0	907388	907388	HMS	35.1778
0	179	2.9814	1	5.0297E+07	1.3107E+06	0	0	903497	903497	HMS	35.1778
0	180	2.9982	1	5.0371E+07	1.3067E+06	0	0	933183	933183	HMS	35.1778
0	181	3.0149	1	5.1254E+07	1.2884E+06	0	0	979149	979149	HMS	35.1778
0	182	3.0317	1	5.0557E+07	1.2857E+06	0	0	906600	906600	HMS	35.175
0	183	3.0484	1	5.0215E+07	1.2843E+06	0	0	905979	905979	HMS	35.175
0	184	3.0652	1	4.9509E+07	1.2833E+06	0	0	881403	881403	HMS	35.175
0	185	3.0819	1	5.0548E+07	1.292E+06	0	0	893876	893876	HMS	35.175
0	186	3.0987	1	5.1608E+07	1.3161E+06	0	0	912903	912903	HMS	35.175
0	187	3.1154	1	5.0636E+07	1.2903E+06	0	0	883970	883970	HMS	35.175
0	188	3.1322	1	5.0049E+07	1.2801E+06	0	0	873069	873069	HMS	35.175
0	189	3.1489	1	5.0088E+07	1.2858E+06	0	0	887993	887993	HMS	35.175
0	190	3.1657	1	4.9415E+07	1.2716E+06	0	0	885391	885391	HMS	35.175
0	191	3.1824	1	5.1039E+07	1.299E+06	0	0	922397	922397	HMS	35.175
0	192	3.1992	1	4.9846E+07	1.2772E+06	0	0	897204	897204	HMS	35.175
0	193	3.2159	1	5.0231E+07	1.2771E+06	0	0	888738	888738	HMS	35.175
0	194	3.2327	1	5.0125E+07	1.2928E+06	0	0	895641	895641	HMS	35.175
0	195	3.2494	1	5.0194E+07	1.291E+06	0	0	904566	904566	HMS	35.175
0	196	3.2662	1	4.867E+07	1.263E+06	0	0	875185	875185	HMS	35.175
0	197	3.2829	1	5.0046E+07	1.282E+06	0	0	898038	898038	HMS	35.175
0	198	3.2997	1	4.9575E+07	1.2672E+06	0	0	899117	899117	HMS	35.175
0	199	3.3164	1	5.0655E+07	1.2924E+06	0	0	915129	915129	HMS	35.175
0	200	3.3332	1	5.1954E+07	1.3214E+06	0	0	931755	931755	HMS	35.175
0	201	3.3499	1	4.8209E+07	1.2552E+06	0	0	883590	883590	HMS	35.175
0	202	3.3667	1	5.0428E+07	1.2777E+06	0	0	916584	916584	HMS	35.175
0	203	3.3834	1	4.9322E+07	1.2611E+06	0	0	915667	915667	HMS	35.175
0	204	3.4002	1	5.0315E+07	1.2866E+06	0	0	904384	904384	HMS	35.175
0	205	3.4169	1	4.9524E+07	1.26E+06	0	0	888935	888935	HMS	35.175
0	206	3.4337	1	4.9277E+07	1.2765E+06	0	0	886737	886737	HMS	35.175
0	207	3.4504	1	4.9727E+07	1.278E+06	0	0	897330	897330	HMS	35.175
