Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName	DriftTime
0	2641	0.2526	1	123566	669	851.81	0	6673	6673	HMS	4.4101
0	2642	0.2526	1	120969	605	911.78	0	6720	6720	HMS	4.5204
0	2643	0.2526	1	118017	1294	467.1	0	6557	6557	HMS	4.6307
0	2644	0.2526	1	115471	2249	467.1	0	6329	6329	HMS	4.7409
0	2645	0.2526	1	111416	1432	467.1	0	6429	6429	HMS	4.8512
0	2646	0.2526	1	101549	336	1030.7	0	6265	6265	HMS	4.9614
0	2647	0.2526	1	95321	232	1019.8	0	6104	6104	HMS	5.0717
0	2648	0.2526	1	89560	620	1073.4	0	5878	5878	HMS	5.1819
0	2649	0.2526	1	88076	722	541.11	0	5663	5663	HMS	5.2922
0	2650	0.2526	1	81957	913	541.11	0	5278	5278	HMS	5.4024
0	2651	0.2526	1	77230	537	541.11	0	5228	5228	HMS	5.5127
0	2652	0.2526	1	70176	681	880.14	0	4899	4899	HMS	5.6229
0	2653	0.2526	1	63490	188	1100.3	0	4607	4607	HMS	5.7332
0	2654	0.2526	1	61234	156	1188.8	0	4564	4564	HMS	5.8434
0	2655	0.2526	1	59406	634	1122.6	0	4467	4467	HMS	5.9537
0	2656	0.2526	1	53249	153	615.13	0	4215	4215	HMS	6.0639
0	2657	0.2526	1	46562	164	1247.7	0	3759	3759	HMS	6.1742
0	2658	0.2526	1	44412	107	1278.2	0	3678	3678	HMS	6.2845
0	2659	0.2526	1	40050	98	1301.7	0	3379	3379	HMS	6.3947
0	2660	0.2526	1	36674	88	1377.6	0	3227	3227	HMS	6.505
0	2661	0.2526	1	33484	79	1329.8	0	3003	3003	HMS	6.6152
0	2662	0.2526	1	30145	84	1371	0	2749	2749	HMS	6.7255
0	2663	0.2526	1	26857	60	1364.8	0	2461	2461	HMS	6.8357
0	2664	0.2526	1	24211	288	1131.2	0	2245	2245	HMS	6.946
0	2665	0.2526	1	21519	64	2850.1	0	2059	2059	HMS	7.0562
0	2666	0.2526	1	19875	184	1197.6	0	1879	1879	HMS	7.1665
0	2667	0.2526	1	17416	65	1569.1	0	1673	1673	HMS	7.2767
0	2668	0.2526	1	16119	53	2298.6	0	1578	1578	HMS	7.387
0	2669	0.2526	1	15490	59	928.81	0	1524	1524	HMS	7.4972
0	2670	0.2526	1	13854	82	928.82	0	1389	1389	HMS	7.6075
0	2671	0.2526	1	13598	59	946.81	0	1315	1315	HMS	7.7178
0	2672	0.2526	1	13081	141	928.8	0	1285	1285	HMS	7.828
0	2673	0.2526	1	13296	60	3306.1	0	1303	1303	HMS	7.9383
0	2674	0.2526	1	11451	50	2944.9	0	1138	1138	HMS	8.0485
0	2675	0.2526	1	11510	62	1030.7	0	1103	1103	HMS	8.1588
0	2676	0.2526	1	11832	171	1030.7	0	1110	1110	HMS	8.269
0	2677	0.2526	1	10931	125	1030.7	0	1045	1045	HMS	8.3793
0	2678	0.2526	1	8890	71	3298.5	0	869	869	HMS	8.4895
0	2679	0.2526	1	9222	55	3741.8	0	863	863	HMS	8.5998
0	2680	0.2526	1	9242	51	3546.4	0	924	924	HMS	8.71
0	2681	0.2526	1	7897	65	2863.8	0	798	798	HMS	8.8203
0	2682	0.2526	1	8442	54	2117.9	0	813	813	HMS	8.9305
0	2683	0.2526	1	6696	48	1150.7	0	652	652	HMS	9.0408
0	2684	0.2526	1	7296	63	3780.9	0	706	706	HMS	9.151
0	2685	0.2526	1	7071	62	2974.7	0	709	709	HMS	9.2613
0	2686	0.2526	1	6983	54	3825.1	0	698	698	HMS	9.3716
0	2687	0.2526	1	6193	52	1172.7	0	605	605	HMS	9.4818
0	2688	0.2526	1	5553	51	1172.7	0	560	560	HMS	9.5921
0	2689	0.2526	1	5309	43	3230	0	537	537	HMS	9.7023
0	2690	0.2526	1	5219	36	2055.5	0	535	535	HMS	9.8126
0	2691	0.2526	1	4777	45	3381.4	0	491	491	HMS	9.9228
0	2692	0.2526	1	3922	49	4298.9	0	384	384	HMS	10.0331
0	2693	0.2526	1	3752	48	3905.8	0	379	379	HMS	10.1433
0	2694	0.2526	1	2946	35	3626.2	0	307	307	HMS	10.2536
0	2695	0.2526	1	3342	43	4004.8	0	340	340	HMS	10.3638
0	2696	0.2526	1	2872	45	4130.2	0	300	300	HMS	10.4741
0	2697	0.2526	1	2788	30	2090.1	0	295	295	HMS	10.5843
0	2698	0.2526	1	2959	43	4396.7	0	303	303	HMS	10.6946
0	2699	0.2526	1	2747	34	4250.7	0	285	285	HMS	10.8049
0	2700	0.2526	1	2271	34	4609.6	0	242	242	HMS	10.9151
0	2701	0.2526	1	2596	46	4637	0	257	257	HMS	11.0254
0	2702	0.2526	1	2293	40	4230.2	0	235	235	HMS	11.1356
0	2703	0.2526	1	2128	39	4255.5	0	221	221	HMS	11.2459
0	2704	0.2526	1	1553	32	4927.7	0	168	168	HMS	11.3561
0	2705	0.2526	1	1526	35	4959.5	0	165	165	HMS	11.4664
0	2706	0.2526	1	1316	23	4606.5	0	145	145	HMS	11.5766
0	2707	0.2526	1	1294	29	4826.1	0	135	135	HMS	11.6869
0	2708	0.2526	1	1213	28	4743	0	125	125	HMS	11.7971
0	2709	0.2526	1	907	34	3909	0	100	100	HMS	11.9074
0	2710	0.2526	1	960	29	4887	0	112	112	HMS	12.0176
0	2711	0.2526	1	770	34	4979.5	0	78	78	HMS	12.1279
0	2712	0.2526	1	720	33	4981.1	0	76	76	HMS	12.2381
0	2713	0.2526	1	435	44	4695.3	0	47	47	HMS	12.3484
0	2714	0.2526	1	386	21	538.99	0	46	46	HMS	12.4587
0	2715	0.2526	1	393	22	4927.9	0	41	41	HMS	12.5689
0	2716	0.2526	1	181	19	4780.3	0	20	20	HMS	12.6792
0	2717	0.2526	1	312	38	2663.1	0	30	30	HMS	12.7894
0	2718	0.2526	1	278	21	4968.9	0	30	30	HMS	12.8997
0	2719	0.2526	1	304	33	4441.2	0	33	33	HMS	13.0099
0	2720	0.2526	1	220	22	2566.1	0	25	25	HMS	13.1202
0	2721	0.2526	1	210	22	1673.6	0	23	23	HMS	13.2304
0	2722	0.2526	1	190	17	4660.8	0	20	20	HMS	13.3407
0	2723	0.2526	1	50	14	582.55	0	5	5	HMS	13.4509
0	2724	0.2526	1	82	23	4989.4	0	10	10	HMS	13.5612
0	2725	0.2526	1	156	12	4961.6	0	20	20	HMS	13.6714
0	2726	0.2526	1	47	39	4518.7	0	2	2	HMS	13.7817
0	2727	0.2526	1	155	23	4853.9	0	18	18	HMS	13.892
0	2728	0.2526	1	14	7	4981.6	0	2	2	HMS	14.0022
0	2729	0.2526	1	63	21	3850.8	0	8	8	HMS	14.1125
0	2730	0.2526	1	16	8	2898.3	0	2	2	HMS	14.2227
0	2731	0.2526	1	51	16	1729.5	0	5	5	HMS	14.333
0	2732	0.2526	1	20	10	1876.7	0	2	2	HMS	14.4432
0	2733	0.2526	1	31	13	142.55	0	4	4	HMS	14.5535
0	2735	0.2526	1	22	12	4937.5	0	2	2	HMS	14.774
0	2736	0.2526	1	13	13	1868.3	0	1	1	HMS	14.8842
0	2737	0.2526	1	15	11	1830.8	0	2	2	HMS	14.9945
0	2739	0.2526	1	58	23	1898.6	0	6	6	HMS	15.215
0	2740	0.2526	1	37	27	178.1	0	2	2	HMS	15.3252
0	2741	0.2526	1	15	11	1854.9	0	2	2	HMS	15.4355
0	2742	0.2526	1	29	9	1874.7	0	4	4	HMS	15.5458
0	2744	0.2526	1	13	9	2133.4	0	2	2	HMS	15.7663
0	2745	0.2526	1	28	11	4753.9	0	4	4	HMS	15.8765
0	2746	0.2526	1	34	27	70.936	0	2	2	HMS	15.9868
0	2747	0.2526	1	13	9	2060.6	0	2	2	HMS	16.097
0	2749	0.2526	1	30	15	2158.4	0	4	4	HMS	16.3175
0	2750	0.2526	1	30	15	2082.6	0	3	3	HMS	16.4278
0	2751	0.2526	1	101	14	4994.5	0	14	14	HMS	16.538
0	2752	0.2526	1	16	8	78.56	0	2	2	HMS	16.6483
0	2753	0.2526	1	33	17	111.56	0	3	3	HMS	16.7585
0	2755	0.2526	1	51	18	140.88	0	6	6	HMS	16.9791
0	2757	0.2526	1	15	11	416.91	0	2	2	HMS	17.1996
0	2758	0.2526	1	30	9	80.966	0	4	4	HMS	17.3098
0	2760	0.2526	1	38	25	101.17	0	3	3	HMS	17.5303
0	2761	0.2526	1	31	18	151.3	0	3	3	HMS	17.6406
0	2762	0.2526	1	32	12	145.68	0	4	4	HMS	17.7508
0	2763	0.2526	1	35	11	136.99	0	4	4	HMS	17.8611
0	2764	0.2526	1	16	13	124.76	0	2	2	HMS	17.9713
0	2765	0.2526	1	40	17	224.66	0	4	4	HMS	18.0816
0	2766	0.2526	1	16	8	156.89	0	2	2	HMS	18.1918
0	2767	0.2526	1	28	11	168.67	0	4	4	HMS	18.3021
0	2768	0.2526	1	15	15	2262.4	0	1	1	HMS	18.4123
0	2769	0.2526	1	38	15	149.94	0	4	4	HMS	18.5226
0	2770	0.2526	1	28	7	162.12	0	4	4	HMS	18.6329
0	2771	0.2526	1	41	16	167.64	0	4	4	HMS	18.7431
0	2772	0.2526	1	15	11	151.29	0	2	2	HMS	18.8534
0	2774	0.2526	1	56	11	192.95	0	8	8	HMS	19.0739
0	2776	0.2526	1	13	9	4206.1	0	2	2	HMS	19.2944
0	2777	0.2526	1	63	15	225.39	0	8	8	HMS	19.4046
0	2779	0.2526	1	31	14	295.32	0	3	3	HMS	19.6251
0	2780	0.2526	1	33	15	243.13	0	4	4	HMS	19.7354
0	2781	0.2526	1	43	9	208.3	0	6	6	HMS	19.8456
0	2783	0.2526	1	33	15	198.51	0	4	4	HMS	20.0662
0	2784	0.2526	1	31	13	2342.7	0	4	4	HMS	20.1764
0	2786	0.2526	1	24	22	4654.9	0	2	2	HMS	20.3969
0	2787	0.2526	1	13	9	2331.2	0	2	2	HMS	20.5072
0	2790	0.2526	1	27	14	257.03	0	3	3	HMS	20.8379
0	2791	0.2526	1	14	14	372.94	0	1	1	HMS	20.9482
0	2792	0.2526	1	15	11	231.14	0	2	2	HMS	21.0584
0	2793	0.2526	1	15	9	279	0	2	2	HMS	21.1687
0	2795	0.2526	1	14	7	332.85	0	2	2	HMS	21.3892
0	2796	0.2526	1	14	7	306.31	0	2	2	HMS	21.4994
0	2797	0.2526	1	28	12	282.68	0	4	4	HMS	21.6097
0	2800	0.2526	1	31	16	541.31	0	3	3	HMS	21.9405
0	2809	0.2695	1	31	21	409.2	0	2	2	HMS	0.882
0	2813	0.2695	1	203	77	128.97	0	9	9	HMS	1.323
0	2814	0.2695	1	1457	862	128.97	0	14	14	HMS	1.4333
0	2815	0.2695	1	1212	467	128.97	0	18	18	HMS	1.5436
0	2816	0.2695	1	678	116	135.01	0	37	37	HMS	1.6538
0	2817	0.2695	1	1475	281	135.01	0	63	63	HMS	1.7641
0	2818	0.2695	1	2794	568	171.11	0	109	109	HMS	1.8743
0	2819	0.2695	1	12621	3996	164.93	0	154	154	HMS	1.9846
0	2820	0.2695	1	11120	3884	164.93	0	187	187	HMS	2.0948
0	2821	0.2695	1	4958	397	217.11	0	259	259	HMS	2.2051
0	2822	0.2695	1	7675	755	213.11	0	341	341	HMS	2.3153
0	2823	0.2695	1	10938	882	200.98	0	439	439	HMS	2.4256
0	2824	0.2695	1	9141	465	229.15	0	428	428	HMS	2.5358
0	2825	0.2695	1	10111	117	438.41	0	659	659	HMS	2.6461
0	2826	0.2695	1	16631	1257	245.08	0	821	821	HMS	2.7563
0	2827	0.2695	1	32240	5495	239.16	0	1091	1091	HMS	2.8666
0	2828	0.2695	1	39737	5198	239.17	0	1477	1477	HMS	2.9768
0	2829	0.2695	1	41459	2087	306.85	0	1981	1981	HMS	3.0871
0	2830	0.2695	1	54002	1825	586.84	0	2682	2682	HMS	3.1974
0	2831	0.2695	1	69602	1399	299.11	0	3639	3639	HMS	3.3076
0	2832	0.2695	1	84374	1168	643.86	0	4171	4171	HMS	3.4179
0	2833	0.2695	1	97302	876	309.2	0	4962	4962	HMS	3.5281
0	2834	0.2695	1	111051	920	309.21	0	5478	5478	HMS	3.6384
0	2835	0.2695	1	126671	1711	694.82	0	5895	5895	HMS	3.7486
0	2836	0.2695	1	138866	1354	754.79	0	6249	6249	HMS	3.8589
0	2837	0.2695	1	139799	1615	774.33	0	6377	6377	HMS	3.9691
0	2838	0.2695	1	132428	2064	774.33	0	6434	6434	HMS	4.0794
0	2839	0.2695	1	128883	587	851.81	0	6654	6654	HMS	4.1896
0	2840	0.2695	1	123016	787	851.81	0	6617	6617	HMS	4.2999
0	2841	0.2695	1	121033	592	862.79	0	6643	6643	HMS	4.4101
0	2842	0.2695	1	114889	405	911.78	0	6449	6449	HMS	4.5204
0	2843	0.2695	1	116848	1145	467.11	0	6498	6498	HMS	4.6307
0	2844	0.2695	1	115265	3143	467.1	0	6237	6237	HMS	4.7409
0	2845	0.2695	1	105998	1848	467.1	0	5966	5966	HMS	4.8512
0	2846	0.2695	1	94628	395	467.11	0	5865	5865	HMS	4.9614
0	2847	0.2695	1	91702	314	1019.8	0	5913	5913	HMS	5.0717
0	2848	0.2695	1	83356	228	1019.7	0	5521	5521	HMS	5.1819
0	2849	0.2695	1	83731	561	541.11	0	5435	5435	HMS	5.2922
0	2850	0.2695	1	78426	1279	541.12	0	5118	5118	HMS	5.4024
0	2851	0.2695	1	73990	767	541.11	0	4993	4993	HMS	5.5127
0	2852	0.2695	1	67530	302	1100.3	0	4821	4821	HMS	5.6229
0	2853	0.2695	1	61262	142	1203.7	0	4545	4545	HMS	5.7332
0	2854	0.2695	1	59011	165	1198.7	0	4514	4514	HMS	5.8434
0	2855	0.2695	1	51661	194	615.14	0	4053	4053	HMS	5.9537
0	2856	0.2695	1	49896	214	615.14	0	3944	3944	HMS	6.0639
0	2857	0.2695	1	45454	119	1275.2	0	3708	3708	HMS	6.1742
0	2858	0.2695	1	42327	99	1247.8	0	3614	3614	HMS	6.2845
0	2859	0.2695	1	39901	554	1442.7	0	3326	3326	HMS	6.3947
0	2860	0.2695	1	36496	97	1268.2	0	3172	3172	HMS	6.505
0	2861	0.2695	1	34494	76	1380.7	0	3021	3021	HMS	6.6152
0	2862	0.2695	1	31245	90	839.54	0	2820	2820	HMS	6.7255
0	2863	0.2695	1	28982	71	1395.7	0	2600	2600	HMS	6.8357
0	2864	0.2695	1	25778	60	1425.2	0	2427	2427	HMS	6.946
0	2865	0.2695	1	23966	201	1936.2	0	2211	2211	HMS	7.0562
0	2866	0.2695	1	20515	76	2629.6	0	1929	1929	HMS	7.1665
0	2867	0.2695	1	21571	357	2030.1	0	2026	2026	HMS	7.2767
0	2868	0.2695	1	17837	52	928.81	0	1731	1731	HMS	7.387
0	2869	0.2695	1	16908	55	2875.7	0	1649	1649	HMS	7.4972
0	2870	0.2695	1	17561	341	1274.8	0	1647	1647	HMS	7.6075
0	2871	0.2695	1	15577	67	2613.2	0	1523	1523	HMS	7.7178
0	2872	0.2695	1	13904	65	2637.8	0	1338	1338	HMS	7.828
0	2873	0.2695	1	13245	255	1119.5	0	1318	1318	HMS	7.9383
0	2874	0.2695	1	13122	373	1678.5	0	1260	1260	HMS	8.0485
0	2875	0.2695	1	11973	78	1030.8	0	1134	1134	HMS	8.1588
0	2876	0.2695	1	11339	104	1030.8	0	1086	1086	HMS	8.269
0	2877	0.2695	1	10530	151	1030.7	0	1010	1010	HMS	8.3793
0	2878	0.2695	1	9487	72	1030.8	0	915	915	HMS	8.4895
0	2879	0.2695	1	9247	83	1030.7	0	922	922	HMS	8.5998
0	2880	0.2695	1	8842	48	3165	0	887	887	HMS	8.71
0	2881	0.2695	1	8234	94	1150.7	0	782	782	HMS	8.8203
0	2882	0.2695	1	8177	100	1150.7	0	780	780	HMS	8.9305
0	2883	0.2695	1	7611	55	1150.7	0	734	734	HMS	9.0408
0	2884	0.2695	1	7151	66	1150.7	0	716	716	HMS	9.151
0	2885	0.2695	1	7044	64	3792.2	0	711	711	HMS	9.2613
0	2886	0.2695	1	6391	40	3937.1	0	641	641	HMS	9.3716
0	2887	0.2695	1	5945	46	3783.9	0	605	605	HMS	9.4818
0	2888	0.2695	1	5415	52	3753.2	0	532	532	HMS	9.5921
0	2889	0.2695	1	5229	46	3278.8	0	532	532	HMS	9.7023
0	2890	0.2695	1	4831	59	4174.3	0	510	510	HMS	9.8126
0	2891	0.2695	1	4941	55	4454.7	0	482	482	HMS	9.9228
0	2892	0.2695	1	4388	33	4353.8	0	455	455	HMS	10.0331
0	2893	0.2695	1	4538	48	4033.4	0	466	466	HMS	10.1433
0	2894	0.2695	1	3702	39	4359.5	0	392	392	HMS	10.2536
0	2895	0.2695	1	4038	42	4238	0	423	423	HMS	10.3638
0	2896	0.2695	1	3743	33	4601.2	0	388	388	HMS	10.4741
0	2897	0.2695	1	3265	44	4674.9	0	332	332	HMS	10.5843
0	2898	0.2695	1	2708	33	4221.1	0	300	300	HMS	10.6946
0	2899	0.2695	1	2832	50	4277.7	0	280	280	HMS	10.8049
0	2900	0.2695	1	2472	60	3887.3	0	258	258	HMS	10.9151
0	2901	0.2695	1	2413	39	4687.5	0	249	249	HMS	11.0254
0	2902	0.2695	1	2444	32	4835.3	0	245	245	HMS	11.1356
0	2903	0.2695	1	2394	39	3941.9	0	254	254	HMS	11.2459
0	2904	0.2695	1	2036	36	4249.6	0	211	211	HMS	11.3561
0	2905	0.2695	1	1494	35	1352.8	0	142	142	HMS	11.4664
0	2906	0.2695	1	1476	61	4475.4	0	156	156	HMS	11.5766
0	2907	0.2695	1	1356	42	4411.5	0	146	146	HMS	11.6869
0	2908	0.2695	1	1549	40	4948.2	0	157	157	HMS	11.7971
0	2909	0.2695	1	1335	52	4926.6	0	137	137	HMS	11.9074
0	2910	0.2695	1	1056	35	4330.6	0	111	111	HMS	12.0176
0	2911	0.2695	1	964	28	3480.7	0	105	105	HMS	12.1279
0	2912	0.2695	1	733	22	1508.5	0	82	82	HMS	12.2381
0	2913	0.2695	1	478	25	4921.7	0	53	53	HMS	12.3484
0	2914	0.2695	1	561	35	4678.8	0	61	61	HMS	12.4587
0	2915	0.2695	1	370	16	4954.9	0	45	45	HMS	12.5689
0	2916	0.2695	1	338	25	1714.6	0	36	36	HMS	12.6792
0	2917	0.2695	1	359	28	4314.2	0	33	33	HMS	12.7894
0	2918	0.2695	1	334	26	4734.4	0	36	36	HMS	12.8997
0	2919	0.2695	1	139	15	1628.9	0	19	19	HMS	13.0099
0	2920	0.2695	1	182	35	4725	0	21	21	HMS	13.1202
0	2921	0.2695	1	175	27	4412.2	0	20	20	HMS	13.2304
0	2922	0.2695	1	122	19	2562.4	0	12	12	HMS	13.3407
0	2923	0.2695	1	36	17	4885	0	4	4	HMS	13.4509
0	2924	0.2695	1	83	14	4865.3	0	11	11	HMS	13.5612
0	2925	0.2695	1	34	11	4211.6	0	4	4	HMS	13.6714
0	2926	0.2695	1	45	18	1620.6	0	5	5	HMS	13.7817
0	2927	0.2695	1	81	28	4917.3	0	8	8	HMS	13.892
0	2928	0.2695	1	95	34	1822.5	0	9	9	HMS	14.0022
0	2929	0.2695	1	29	11	3166.1	0	4	4	HMS	14.1125
0	2930	0.2695	1	27	9	2692.4	0	4	4	HMS	14.2227
0	2931	0.2695	1	15	11	2897.2	0	2	2	HMS	14.333
0	2932	0.2695	1	19	13	1149.7	0	2	2	HMS	14.4432
0	2934	0.2695	1	64	21	3591.8	0	5	5	HMS	14.6637
0	2935	0.2695	1	24	24	2778.8	0	1	1	HMS	14.774
0	2937	0.2695	1	14	7	4932	0	2	2	HMS	14.9945
0	2938	0.2695	1	72	21	1822.6	0	8	8	HMS	15.1047
0	2939	0.2695	1	48	12	1949.5	0	6	6	HMS	15.215
0	2941	0.2695	1	19	11	2822.6	0	2	2	HMS	15.4355
0	2942	0.2695	1	13	9	1872.7	0	2	2	HMS	15.5458
0	2943	0.2695	1	94	27	4767.2	0	6	6	HMS	15.656
0	2944	0.2695	1	13	9	1803.6	0	2	2	HMS	15.7663
0	2946	0.2695	1	33	18	2003.6	0	4	4	HMS	15.9868
0	2947	0.2695	1	19	19	77.418	0	1	1	HMS	16.097
0	2948	0.2695	1	51	14	1876.5	0	6	6	HMS	16.2073
0	2949	0.2695	1	43	18	74.937	0	4	4	HMS	16.3175
0	2950	0.2695	1	13	9	2106.5	0	2	2	HMS	16.4278
0	2951	0.2695	1	31	10	96.86	0	4	4	HMS	16.538
0	2953	0.2695	1	32	11	4397.2	0	4	4	HMS	16.7585
0	2954	0.2695	1	18	9	1932.6	0	2	2	HMS	16.8688
0	2955	0.2695	1	32	13	4072.6	0	4	4	HMS	16.9791
0	2956	0.2695	1	48	11	96.105	0	6	6	HMS	17.0893
0	2957	0.2695	1	33	14	3394.9	0	4	4	HMS	17.1996
0	2958	0.2695	1	62	33	102.74	0	5	5	HMS	17.3098
0	2959	0.2695	1	70	15	119.72	0	8	8	HMS	17.4201
0	2961	0.2695	1	45	24	144.82	0	3	3	HMS	17.6406
0	2963	0.2695	1	15	15	154.54	0	1	1	HMS	17.8611
0	2964	0.2695	1	56	11	2946	0	8	8	HMS	17.9713
0	2965	0.2695	1	39	15	131.89	0	4	4	HMS	18.0816
0	2966	0.2695	1	54	9	149.46	0	8	8	HMS	18.1918
0	2967	0.2695	1	39	15	157.13	0	4	4	HMS	18.3021
0	2968	0.2695	1	78	11	120.07	0	10	10	HMS	18.4123
0	2969	0.2695	1	43	9	183.76	0	6	6	HMS	18.5226
0	2970	0.2695	1	56	14	246.16	0	7	7	HMS	18.6329
0	2973	0.2695	1	53	29	178.26	0	4	4	HMS	18.9636
0	2974	0.2695	1	28	22	198.64	0	2	2	HMS	19.0739
0	2975	0.2695	1	64	14	139.98	0	8	8	HMS	19.1841
0	2977	0.2695	1	13	9	201.41	0	2	2	HMS	19.4046
0	2978	0.2695	1	29	9	204.91	0	4	4	HMS	19.5149
0	2980	0.2695	1	20	10	1455.6	0	2	2	HMS	19.7354
0	2981	0.2695	1	26	9	198.78	0	4	4	HMS	19.8456
0	2982	0.2695	1	14	14	187.5	0	1	1	HMS	19.9559
0	2983	0.2695	1	14	7	183.12	0	2	2	HMS	20.0662
0	2984	0.2695	1	17	10	3895.8	0	2	2	HMS	20.1764
0	2986	0.2695	1	13	9	207.7	0	2	2	HMS	20.3969
0	2987	0.2695	1	15	11	305.03	0	2	2	HMS	20.5072
0	2989	0.2695	1	47	13	264.47	0	6	6	HMS	20.7277
0	2991	0.2695	1	19	15	264.6	0	2	2	HMS	20.9482
0	2992	0.2695	1	32	15	266.98	0	3	3	HMS	21.0584
0	2994	0.2695	1	19	14	294.69	0	2	2	HMS	21.2789
0	2995	0.2695	1	15	9	3508.9	0	2	2	HMS	21.3892
0	3000	0.2695	1	13	9	319.21	0	2	2	HMS	21.9405
0	3005	0.2864	1	21	15	442.81	0	2	2	HMS	0.441
0	3007	0.2864	1	18	9	417.49	0	2	2	HMS	0.6615
0	3009	0.2864	1	18	15	430.74	0	2	2	HMS	0.882
0	3011	0.2864	1	13	13	101.02	0	1	1	HMS	1.1025
0	3012	0.2864	1	41	18	440.45	0	4	4	HMS	1.2128
0	3013	0.2864	1	158	48	128.97	0	8	8	HMS	1.323
0	3014	0.2864	1	1300	618	128.97	0	15	15	HMS	1.4333
0	3015	0.2864	1	1343	660	128.97	0	25	25	HMS	1.5436
0	3016	0.2864	1	742	125	128.97	0	39	39	HMS	1.6538
0	3017	0.2864	1	1617	204	135.02	0	68	68	HMS	1.7641
0	3018	0.2864	1	2905	539	171.11	0	106	106	HMS	1.8743
0	3019	0.2864	1	11833	3677	164.93	0	168	168	HMS	1.9846
0	3020	0.2864	1	11737	2987	164.93	0	219	219	HMS	2.0948
0	3021	0.2864	1	5658	408	217.11	0	265	265	HMS	2.2051
0	3022	0.2864	1	8558	503	213.11	0	397	397	HMS	2.3153
0	3023	0.2864	1	10235	1083	200.98	0	433	433	HMS	2.4256
0	3024	0.2864	1	10365	375	229.15	0	504	504	HMS	2.5358
0	3025	0.2864	1	9748	108	246.92	0	675	675	HMS	2.6461
0	3026	0.2864	1	19366	1119	245.08	0	977	977	HMS	2.7563
0	3027	0.2864	1	32556	4310	239.16	0	1143	1143	HMS	2.8666
0	3028	0.2864	1	42759	6142	239.17	0	1576	1576	HMS	2.9768
0	3029	0.2864	1	44306	1449	306.85	0	2179	2179	HMS	3.0871
0	3030	0.2864	1	61202	1580	586.84	0	2925	2925	HMS	3.1974
0	3031	0.2864	1	78078	791	643.87	0	3764	3764	HMS	3.3076
0	3032	0.2864	1	98739	1325	643.85	0	4494	4494	HMS	3.4179
0	3033	0.2864	1	109582	1279	309.2	0	5319	5319	HMS	3.5281
0	3034	0.2864	1	126329	1629	309.21	0	5750	5750	HMS	3.6384
0	3035	0.2864	1	142765	2100	694.82	0	6370	6370	HMS	3.7486
0	3036	0.2864	1	152422	1440	754.8	0	6678	6678	HMS	3.8589
0	3037	0.2864	1	154037	2344	393.08	0	6823	6823	HMS	3.9691
0	3038	0.2864	1	148172	1366	774.32	0	6746	6746	HMS	4.0794
0	3039	0.2864	1	144195	674	851.81	0	7096	7096	HMS	4.1896
0	3040	0.2864	1	136071	1270	851.81	0	7045	7045	HMS	4.2999
0	3041	0.2864	1	131674	703	862.81	0	7013	7013	HMS	4.4101
0	3042	0.2864	1	124656	430	922.78	0	6854	6854	HMS	4.5204
0	3043	0.2864	1	125232	829	467.1	0	6897	6897	HMS	4.6307
0	3044	0.2864	1	122188	2397	467.1	0	6617	6617	HMS	4.7409
0	3045	0.2864	1	113076	2002	467.1	0	6426	6426	HMS	4.8512
0	3046	0.2864	1	98246	511	467.09	0	6112	6112	HMS	4.9614
0	3047	0.2864	1	93290	421	896.29	0	6043	6043	HMS	5.0717
0	3048	0.2864	1	87290	209	1080.7	0	5909	5909	HMS	5.1819
0	3049	0.2864	1	80254	366	541.12	0	5336	5336	HMS	5.2922
0	3050	0.2864	1	80033	883	541.11	0	5149	5149	HMS	5.4024
0	3051	0.2864	1	68317	626	541.11	0	4591	4591	HMS	5.5127
0	3052	0.2864	1	64886	241	541.12	0	4699	4699	HMS	5.6229
0	3053	0.2864	1	59814	976	1106.5	0	4434	4434	HMS	5.7332
0	3054	0.2864	1	54640	148	1188.8	0	4267	4267	HMS	5.8434
0	3055	0.2864	1	52182	254	1046.8	0	3979	3979	HMS	5.9537
0	3056	0.2864	1	48918	146	615.13	0	3910	3910	HMS	6.0639
0	3057	0.2864	1	46158	126	1267.2	0	3681	3681	HMS	6.1742
0	3058	0.2864	1	42296	115	1278.2	0	3466	3466	HMS	6.2845
0	3059	0.2864	1	37350	92	1268.7	0	3217	3217	HMS	6.3947
0	3060	0.2864	1	35189	262	1366.3	0	3058	3058	HMS	6.505
0	3061	0.2864	1	34036	87	1356.7	0	3006	3006	HMS	6.6152
0	3062	0.2864	1	30078	103	1404.7	0	2662	2662	HMS	6.7255
0	3063	0.2864	1	28545	140	1459.9	0	2585	2585	HMS	6.8357
0	3064	0.2864	1	25310	388	1340.4	0	2230	2230	HMS	6.946
0	3065	0.2864	1	23169	412	2019.9	0	2156	2156	HMS	7.0562
0	3066	0.2864	1	21413	63	2522.7	0	2031	2031	HMS	7.1665
0	3067	0.2864	1	18252	83	1435.6	0	1749	1749	HMS	7.2767
0	3068	0.2864	1	18570	433	1362.5	0	1660	1660	HMS	7.387
0	3069	0.2864	1	17175	398	1985.4	0	1597	1597	HMS	7.4972
0	3070	0.2864	1	15456	48	2550	0	1509	1509	HMS	7.6075
0	3071	0.2864	1	15024	119	928.8	0	1391	1391	HMS	7.7178
