Dataset	ScanNumber	ScanTime	ScanType	TotalIonIntensity	BasePeakIntensity	BasePeakMZ	BasePeakSignalToNoiseRatio	IonCount	IonCountRaw	ScanTypeName
0	1	0.0018	1	1.4347E+09	4.475E+08	432.9	0	31884	31884	HMS
0	2	0.006	1	2.5167E+09	9.5543E+08	432.8995	0	2744	2744	HMS
0	3	0.0063	2	1.5784E+09	2.3169E+08	110.0713	0	5920	5920	HCD-HMSn
0	4	0.0086	2	1.0066E+09	1.5636E+08	110.0713	0	5008	5008	HCD-HMSn
0	5	0.0098	2	8.8022E+07	5.6495E+06	784.4099	0	5248	5248	HCD-HMSn
0	6	0.0151	2	1.0908E+09	1.7924E+08	649.3491	0	2912	2912	ETD-HMSn
0	7	0.0177	2	1.1919E+09	1.6915E+08	649.3488	0	6128	6128	SA_HCD-HMSn
0	8	0.0196	2	1.0937E+09	1.5225E+08	432.8997	0	4928	4928	SA_CID-HMSn
0	9	0.0219	2	7.5622E+08	1.4555E+08	649.8507	0	2896	2896	ETD-HMSn
0	10	0.0239	2	8.8335E+08	1.0949E+08	649.8507	0	5632	5632	SA_HCD-HMSn
0	11	0.0259	2	7.8623E+08	1.1695E+08	433.2337	0	4208	4208	SA_CID-HMSn
0	12	0.0281	2	4.436E+07	9.5211E+06	648.8458	0	1840	1840	ETD-HMSn
0	13	0.0313	2	4.6166E+07	5.3974E+06	1297.6909	0	3552	3552	SA_HCD-HMSn
0	14	0.0345	2	5.0749E+07	1.0477E+07	648.8459	0	2352	2352	SA_CID-HMSn
0	15	0.0379	2	2.3707E+07	5.7035E+06	269.1608	0	3424	3424	HCD-HMSn
0	16	0.0391	2	5.9681E+07	3.9648E+06	269.1607	0	4784	4784	HCD-HMSn
0	17	0.0418	2	1.0033E+07	8.1683E+06	513.2816	0	1552	1552	ETD-HMSn
0	18	0.0456	2	1.1859E+07	3.2854E+06	513.2813	0	2528	2528	SA_HCD-HMSn
0	19	0.0493	2	1.1993E+07	8.8089E+06	513.2816	0	1568	1568	SA_CID-HMSn
0	20	0.0531	2	2.6856E+07	6.7352E+06	649.348	0	1808	1808	ETD-HMSn
0	21	0.0564	2	3.5329E+07	3.8782E+06	1298.6943	0	3680	3680	SA_HCD-HMSn
0	22	0.0596	2	3.6477E+07	8.4316E+06	649.348	0	3008	3008	SA_CID-HMSn
0	23	0.064	1	1.9365E+09	6.442E+08	432.8998	0	15064	15064	HMS
0	24	0.0643	2	1.6253E+09	2.4156E+08	110.0713	0	5856	5856	HCD-HMSn
0	25	0.0666	2	1.0596E+09	1.6434E+08	110.0713	0	5280	5280	HCD-HMSn
0	26	0.0678	2	1.7071E+07	3.3779E+06	659.8373	0	6144	6144	HCD-HMSn
0	27	0.0742	2	1.352E+09	2.2148E+08	649.3492	0	2880	2880	ETD-HMSn
0	28	0.0771	2	1.0025E+09	1.4626E+08	649.3488	0	4848	4848	SA_HCD-HMSn
0	29	0.0791	2	1.1627E+09	1.7527E+08	432.8996	0	4576	4576	SA_CID-HMSn
0	30	0.0813	2	7.4837E+08	1.4202E+08	649.8506	0	2752	2752	ETD-HMSn
0	31	0.0833	2	9.135E+08	1.1897E+08	649.8505	0	5216	5216	SA_HCD-HMSn
0	32	0.0853	2	8.6203E+08	1.3022E+08	433.2338	0	3968	3968	SA_CID-HMSn
0	33	0.0875	2	8.3835E+06	1.8118E+06	659.8367	0	1760	1760	ETD-HMSn
0	34	0.0913	2	9.6776E+06	1.3542E+06	659.8367	0	3408	3408	SA_HCD-HMSn
0	35	0.0951	2	9.4512E+06	1.8598E+06	659.8366	0	2912	2912	SA_CID-HMSn
0	36	0.1	1	1.855E+09	5.7676E+08	432.8997	0	16948	16948	HMS
0	37	0.1004	2	1.6432E+09	2.4478E+08	110.0713	0	5536	5536	HCD-HMSn
0	38	0.1027	2	1.0946E+09	1.6676E+08	110.0713	0	5152	5152	HCD-HMSn
0	39	0.1039	2	8.58E+07	5.6139E+06	784.4099	0	5616	5616	HCD-HMSn
0	40	0.1092	2	1.3553E+09	2.2075E+08	649.3491	0	3248	3248	ETD-HMSn
0	41	0.1119	2	1.2854E+09	1.8577E+08	649.3488	0	5904	5904	SA_HCD-HMSn
0	42	0.1139	2	8.2122E+08	1.152E+08	432.8996	0	4016	4016	SA_CID-HMSn
0	43	0.1162	2	7.54E+08	1.4305E+08	649.8507	0	2704	2704	ETD-HMSn
0	44	0.1181	2	8.3584E+08	1.0641E+08	649.8504	0	5232	5232	SA_HCD-HMSn
0	45	0.1201	2	7.9579E+08	1.1114E+08	433.2339	0	4288	4288	SA_CID-HMSn
0	46	0.1224	2	4.1724E+07	8.8797E+06	648.8459	0	2144	2144	ETD-HMSn
0	47	0.1257	2	4.725E+07	5.4331E+06	1297.6912	0	4288	4288	SA_HCD-HMSn
0	48	0.1289	2	5.0599E+07	1.0226E+07	648.8458	0	2496	2496	SA_CID-HMSn
0	49	0.1323	2	5.5088E+07	3.3858E+06	269.1608	0	5680	5680	HCD-HMSn
0	50	0.1336	2	1.7879E+07	2.0074E+06	110.0713	0	5328	5328	HCD-HMSn
0	51	0.1375	2	2.6713E+07	6.9597E+06	649.3483	0	2048	2048	ETD-HMSn
0	52	0.1408	2	3.0886E+07	3.1692E+06	1298.6937	0	4560	4560	SA_HCD-HMSn
0	53	0.1442	2	2.9086E+07	6.8827E+06	649.3481	0	3040	3040	SA_CID-HMSn
0	54	0.1477	2	1.1238E+07	2.4652E+06	583.2991	0	1760	1760	ETD-HMSn
0	55	0.1514	2	1.179E+07	1.9455E+06	1138.6033	0	3216	3216	SA_HCD-HMSn
0	56	0.155	2	1.1704E+07	2.453E+06	583.2988	0	2768	2768	SA_CID-HMSn
0	57	0.1598	1	1.9996E+09	6.6332E+08	432.8997	0	13656	13656	HMS
0	58	0.1601	2	1.741E+09	2.6188E+08	110.0713	0	5696	5696	HCD-HMSn
0	59	0.1624	2	1.0391E+09	1.6039E+08	110.0713	0	5184	5184	HCD-HMSn
0	60	0.1636	2	7.8633E+07	4.9624E+06	784.4099	0	5680	5680	HCD-HMSn
0	61	0.1694	2	1.5425E+09	2.5459E+08	649.3493	0	3056	3056	ETD-HMSn
0	62	0.1722	2	1.1569E+09	1.7686E+08	649.3489	0	5136	5136	SA_HCD-HMSn
0	63	0.1742	2	1.0215E+09	1.4552E+08	432.8996	0	4000	4000	SA_CID-HMSn
0	64	0.1765	2	6.6531E+08	1.2891E+08	649.8508	0	2432	2432	ETD-HMSn
0	65	0.1784	2	9.1554E+08	1.1487E+08	649.8505	0	5120	5120	SA_HCD-HMSn
0	66	0.1804	2	8.6707E+08	1.2736E+08	433.2337	0	3792	3792	SA_CID-HMSn
0	67	0.1826	2	4.3762E+07	9.1092E+06	648.8459	0	1968	1968	ETD-HMSn
0	68	0.1859	2	4.7488E+07	5.5143E+06	1297.691	0	3856	3856	SA_HCD-HMSn
0	69	0.1891	2	4.7558E+07	9.6513E+06	648.8458	0	2320	2320	SA_CID-HMSn
0	70	0.1925	2	1.779E+07	2.0158E+06	110.0713	0	4672	4672	HCD-HMSn
0	71	0.1937	2	5.2344E+07	3.2753E+06	269.1608	0	6480	6480	HCD-HMSn
0	72	0.1971	2	1.0902E+07	2.3524E+06	583.2988	0	1792	1792	ETD-HMSn
0	73	0.2006	2	1.1176E+07	1.7996E+06	1138.6025	0	3296	3296	SA_HCD-HMSn
0	74	0.2041	2	1.1248E+07	2.4337E+06	583.2989	0	2368	2368	SA_CID-HMSn
0	75	0.2078	2	2.8213E+07	7.0562E+06	649.3481	0	2112	2112	ETD-HMSn
0	76	0.2111	2	3.2834E+07	3.4668E+06	1298.6946	0	3984	3984	SA_HCD-HMSn
0	77	0.2144	2	2.955E+07	6.8174E+06	649.3484	0	2880	2880	SA_CID-HMSn
0	78	0.2188	1	1.8553E+09	5.7887E+08	432.8999	0	16588	16588	HMS
0	79	0.2192	2	1.5391E+09	2.3399E+08	110.0713	0	5056	5056	HCD-HMSn
0	80	0.2215	2	8.0753E+08	1.2715E+08	110.0713	0	4176	4176	HCD-HMSn
0	81	0.2227	2	8.6466E+07	5.4772E+06	784.41	0	5168	5168	HCD-HMSn
0	82	0.2275	2	1.374E+09	2.2859E+08	649.3491	0	2976	2976	ETD-HMSn
0	83	0.2301	2	1.1659E+09	1.6999E+08	649.3489	0	5568	5568	SA_HCD-HMSn
0	84	0.232	2	1.0912E+09	1.6245E+08	432.8997	0	4464	4464	SA_CID-HMSn
0	85	0.2343	2	7.1063E+08	1.3949E+08	649.8508	0	2544	2544	ETD-HMSn
0	86	0.2362	2	9.132E+08	1.2028E+08	649.8506	0	5232	5232	SA_HCD-HMSn
0	87	0.2382	2	8.734E+08	1.2819E+08	433.2338	0	4240	4240	SA_CID-HMSn
0	88	0.2405	2	4.273E+07	9.003E+06	648.8458	0	1936	1936	ETD-HMSn
0	89	0.2437	2	4.5362E+07	5.3661E+06	1297.6912	0	3872	3872	SA_HCD-HMSn
0	90	0.2469	2	4.7708E+07	9.3954E+06	648.8458	0	2336	2336	SA_CID-HMSn
0	91	0.2503	2	1.963E+07	2.2405E+06	110.0713	0	4256	4256	HCD-HMSn
0	92	0.2515	2	5.1963E+07	3.2673E+06	269.1607	0	5328	5328	HCD-HMSn
0	93	0.2548	2	1.0567E+07	2.3376E+06	583.2987	0	2160	2160	ETD-HMSn
0	94	0.2587	2	1.1415E+07	1.8822E+06	1138.6025	0	4032	4032	SA_HCD-HMSn
0	95	0.2625	2	1.0976E+07	2.4018E+06	583.2986	0	2736	2736	SA_CID-HMSn
0	96	0.2664	2	2.5787E+07	6.6748E+06	649.3478	0	2032	2032	ETD-HMSn
0	97	0.2697	2	3.1269E+07	3.4573E+06	1298.6941	0	4400	4400	SA_HCD-HMSn
0	98	0.273	2	3.1677E+07	7.4611E+06	649.3479	0	3216	3216	SA_CID-HMSn
0	99	0.2775	1	2.1287E+09	7.1674E+08	432.8995	0	13288	13288	HMS
0	100	0.2779	2	1.6432E+09	2.451E+08	110.0713	0	5696	5696	HCD-HMSn
0	101	0.2802	2	1.087E+09	1.6899E+08	110.0713	0	5376	5376	HCD-HMSn
0	102	0.2814	2	8.4416E+07	5.6203E+06	784.4097	0	5152	5152	HCD-HMSn
0	103	0.2871	2	1.3656E+09	2.2442E+08	649.3491	0	3024	3024	ETD-HMSn
0	104	0.2896	2	1.2247E+09	1.837E+08	649.3488	0	5296	5296	SA_HCD-HMSn
