Dataset	ScanNumber	Ion Injection Time (ms)	Scan Segment	Scan Event	Charge State	Monoisotopic M/Z	Collision Mode	Scan Filter Text
0	31	0.425			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9016@etd53.99 433.9016@hcd30.00 [100.0000-1312.0000]
0	32	0.425			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9016@etd53.99 433.9016@cid30.00 [100.0000-1312.0000]
0	33	44.534			2	0.0000	etd	FTMS + c ESI d Full ms2 659.8361@etd121.47 [100.0000-1330.0000]
0	34	40.970			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 659.8361@etd121.47 659.8361@hcd30.00 [100.0000-1330.0000]
0	35	40.970			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 659.8361@etd121.47 659.8361@cid30.00 [100.0000-1330.0000]
0	36	0.365			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	37	0.409			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]
0	38	0.426			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9020@hcd30.00 [100.0000-1312.0000]
0	39	9.393			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8460@hcd30.00 [100.0000-1308.0000]
0	40	0.463			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]
0	41	0.439			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]
0	42	0.439			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]
0	43	0.488			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9020@etd53.99 [100.0000-1312.0000]
0	44	0.450			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9020@etd53.99 433.9020@hcd30.00 [100.0000-1312.0000]
0	45	0.450			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9020@etd53.99 433.9020@cid30.00 [100.0000-1312.0000]
0	46	13.132			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8460@etd121.47 [100.0000-1308.0000]
0	47	11.979			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8460@etd121.47 648.8460@hcd30.00 [100.0000-1308.0000]
0	48	11.979			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8460@etd121.47 648.8460@cid30.00 [100.0000-1308.0000]
0	49	12.634			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8489@hcd30.00 [100.0000-1310.0000]
0	50	44.978			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]
0	51	20.339			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8489@etd121.47 [100.0000-1310.0000]
0	52	17.309			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@hcd30.00 [100.0000-1310.0000]
0	53	17.309			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@cid30.00 [100.0000-1310.0000]
0	54	35.027			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]
0	55	32.005			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]
0	56	32.005			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]
0	57	0.241			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	58	0.439			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]
0	59	0.450			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]
0	60	11.979			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]
0	61	0.407			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]
0	62	0.386			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]
0	63	0.386			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]
0	64	0.435			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]
0	65	0.399			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@hcd30.00 [100.0000-1312.0000]
0	66	0.399			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@cid30.00 [100.0000-1312.0000]
0	67	10.351			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]
0	68	9.427			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]
0	69	9.427			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]
0	70	32.005			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2989@hcd30.00 [100.0000-1177.0000]
0	71	17.309			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8489@hcd30.00 [100.0000-1310.0000]
0	72	28.587			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2989@etd121.47 [100.0000-1177.0000]
0	73	26.399			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2989@etd121.47 583.2989@hcd30.00 [100.0000-1177.0000]
0	74	26.399			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2989@etd121.47 583.2989@cid30.00 [100.0000-1177.0000]
0	75	16.448			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8489@etd121.47 [100.0000-1310.0000]
0	76	11.612			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@hcd30.00 [100.0000-1310.0000]
0	77	11.612			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@cid30.00 [100.0000-1310.0000]
0	78	0.332			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	79	0.386			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]
0	80	0.399			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]
0	81	9.427			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8460@hcd30.00 [100.0000-1308.0000]
0	82	0.455			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]
0	83	0.432			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]
0	84	0.432			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]
0	85	0.493			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]
0	86	0.450			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]
0	87	0.450			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]
0	88	10.076			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8460@etd121.47 [100.0000-1308.0000]
0	89	9.255			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8460@etd121.47 648.8460@hcd30.00 [100.0000-1308.0000]
0	90	9.255			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8460@etd121.47 648.8460@cid30.00 [100.0000-1308.0000]
0	91	26.399			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2989@hcd30.00 [100.0000-1177.0000]
0	92	11.620			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8492@hcd30.00 [100.0000-1310.0000]
0	93	53.102			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2989@etd121.47 [100.0000-1177.0000]
0	94	41.083			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2989@etd121.47 583.2989@hcd30.00 [100.0000-1177.0000]
0	95	41.083			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2989@etd121.47 583.2989@cid30.00 [100.0000-1177.0000]
0	96	17.070			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8492@etd121.47 [100.0000-1310.0000]
0	97	15.412			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8492@etd121.47 649.8492@hcd30.00 [100.0000-1310.0000]
0	98	15.412			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8492@etd121.47 649.8492@cid30.00 [100.0000-1310.0000]
0	99	0.223			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	100	0.432			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8999@hcd30.00 [100.0000-1309.0000]
0	101	0.450			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]
0	102	9.255			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8461@hcd30.00 [100.0000-1308.0000]
0	103	0.387			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8999@etd53.99 [100.0000-1309.0000]
0	104	0.366			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@hcd30.00 [100.0000-1309.0000]
0	105	0.366			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8999@etd53.99 432.8999@cid30.00 [100.0000-1309.0000]
0	106	0.419			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]
0	107	0.381			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]
0	108	0.381			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]
0	109	8.230			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8461@etd121.47 [100.0000-1308.0000]
0	110	7.580			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@hcd30.00 [100.0000-1308.0000]
0	111	7.580			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8461@etd121.47 648.8461@cid30.00 [100.0000-1308.0000]
0	112	41.103			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]
0	113	15.411			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]
0	114	32.974			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]
0	115	30.443			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]
0	116	30.443			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]
0	117	8.423			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]
0	118	7.662			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]
0	119	7.662			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]
0	120	0.336			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	121	0.366			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8995@hcd30.00 [100.0000-1309.0000]
0	122	0.381			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9019@hcd30.00 [100.0000-1312.0000]
0	123	7.580			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]
0	124	0.430			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8995@etd53.99 [100.0000-1309.0000]
0	125	0.408			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8995@etd53.99 432.8995@hcd30.00 [100.0000-1309.0000]
0	126	0.408			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8995@etd53.99 432.8995@cid30.00 [100.0000-1309.0000]
0	127	0.460			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9019@etd53.99 [100.0000-1312.0000]
0	128	0.421			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@hcd30.00 [100.0000-1312.0000]
0	129	0.421			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@cid30.00 [100.0000-1312.0000]
0	130	10.532			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]
0	131	9.643			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]
0	132	9.643			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]
0	133	30.443			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2983@hcd30.00 [100.0000-1177.0000]
0	134	7.661			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8483@hcd30.00 [100.0000-1310.0000]
0	135	37.126			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2983@etd121.47 [100.0000-1177.0000]
0	136	33.752			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@hcd30.00 [100.0000-1177.0000]
0	137	33.752			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@cid30.00 [100.0000-1177.0000]
0	138	19.139			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8483@etd121.47 [100.0000-1310.0000]
0	139	17.009			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8483@etd121.47 649.8483@hcd30.00 [100.0000-1310.0000]
0	140	17.009			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8483@etd121.47 649.8483@cid30.00 [100.0000-1310.0000]
0	141	0.342			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	142	0.408			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]
0	143	0.421			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]
0	144	9.643			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]
0	145	0.449			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]
0	146	0.425			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]
0	147	0.425			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]
0	148	0.484			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]
0	149	0.440			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@hcd30.00 [100.0000-1312.0000]
0	150	0.440			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9021@etd53.99 433.9021@cid30.00 [100.0000-1312.0000]
0	151	11.359			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]
0	152	10.461			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]
0	153	10.461			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]
0	154	33.751			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2986@hcd30.00 [100.0000-1177.0000]
0	155	17.018			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8490@hcd30.00 [100.0000-1310.0000]
0	156	34.635			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2986@etd121.47 [100.0000-1177.0000]
0	157	30.569			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@hcd30.00 [100.0000-1177.0000]
0	158	30.569			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2986@etd121.47 583.2986@cid30.00 [100.0000-1177.0000]
0	159	13.292			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8490@etd121.47 [100.0000-1310.0000]
0	160	10.492			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@hcd30.00 [100.0000-1310.0000]
0	161	10.492			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8490@etd121.47 649.8490@cid30.00 [100.0000-1310.0000]
0	162	0.268			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	163	0.425			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8996@hcd30.00 [100.0000-1309.0000]
0	164	0.440			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9019@hcd30.00 [100.0000-1312.0000]
0	165	10.461			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8458@hcd30.00 [100.0000-1308.0000]
0	166	0.407			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8996@etd53.99 [100.0000-1309.0000]
0	167	0.386			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@hcd30.00 [100.0000-1309.0000]
0	168	0.386			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8996@etd53.99 432.8996@cid30.00 [100.0000-1309.0000]
0	169	0.438			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9019@etd53.99 [100.0000-1312.0000]
0	170	0.400			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@hcd30.00 [100.0000-1312.0000]
0	171	0.400			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9019@etd53.99 433.9019@cid30.00 [100.0000-1312.0000]
0	172	8.812			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8458@etd121.47 [100.0000-1308.0000]
0	173	7.530			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@hcd30.00 [100.0000-1308.0000]
0	174	7.530			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8458@etd121.47 648.8458@cid30.00 [100.0000-1308.0000]
0	175	30.572			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2983@hcd30.00 [100.0000-1177.0000]
0	176	10.494			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8491@hcd30.00 [100.0000-1310.0000]
0	177	29.121			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2983@etd121.47 [100.0000-1177.0000]
0	178	24.630			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@hcd30.00 [100.0000-1177.0000]
0	179	24.630			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2983@etd121.47 583.2983@cid30.00 [100.0000-1177.0000]
0	180	12.924			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8491@etd121.47 [100.0000-1310.0000]
0	181	11.576			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@hcd30.00 [100.0000-1310.0000]
0	182	11.576			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8491@etd121.47 649.8491@cid30.00 [100.0000-1310.0000]
0	183	0.280			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	184	0.386			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8998@hcd30.00 [100.0000-1309.0000]
0	185	0.400			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9022@hcd30.00 [100.0000-1312.0000]
0	186	7.529			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8459@hcd30.00 [100.0000-1308.0000]
0	187	0.401			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8998@etd53.99 [100.0000-1309.0000]
0	188	0.380			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@hcd30.00 [100.0000-1309.0000]
0	189	0.380			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8998@etd53.99 432.8998@cid30.00 [100.0000-1309.0000]
0	190	0.432			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9022@etd53.99 [100.0000-1312.0000]
0	191	0.394			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@hcd30.00 [100.0000-1312.0000]
0	192	0.394			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 433.9022@etd53.99 433.9022@cid30.00 [100.0000-1312.0000]
0	193	8.582			2	0.0000	etd	FTMS + c ESI d Full ms2 648.8459@etd121.47 [100.0000-1308.0000]
0	194	7.880			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@hcd30.00 [100.0000-1308.0000]
0	195	7.880			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 648.8459@etd121.47 648.8459@cid30.00 [100.0000-1308.0000]
0	196	11.576			2	0.0000	hcd	FTMS + c ESI d Full ms2 649.8489@hcd30.00 [100.0000-1310.0000]
0	197	24.617			2	0.0000	hcd	FTMS + c ESI d Full ms2 583.2990@hcd30.00 [100.0000-1177.0000]
0	198	8.281			2	0.0000	etd	FTMS + c ESI d Full ms2 649.8489@etd121.47 [100.0000-1310.0000]
0	199	7.490			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@hcd30.00 [100.0000-1310.0000]
0	200	7.490			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 649.8489@etd121.47 649.8489@cid30.00 [100.0000-1310.0000]
0	201	24.423			2	0.0000	etd	FTMS + c ESI d Full ms2 583.2990@etd121.47 [100.0000-1177.0000]
0	202	22.281			2	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@hcd30.00 [100.0000-1177.0000]
0	203	22.281			2	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 583.2990@etd121.47 583.2990@cid30.00 [100.0000-1177.0000]
0	204	0.268			0	-1.0000		FTMS + p ESI Full ms [350.0000-2000.0000]
0	205	0.380			3	0.0000	hcd	FTMS + c ESI d Full ms2 432.8997@hcd30.00 [100.0000-1309.0000]
0	206	0.394			3	0.0000	hcd	FTMS + c ESI d Full ms2 433.9021@hcd30.00 [100.0000-1312.0000]
0	207	7.880			2	0.0000	hcd	FTMS + c ESI d Full ms2 648.8460@hcd30.00 [100.0000-1308.0000]
0	208	0.401			3	0.0000	etd	FTMS + c ESI d Full ms2 432.8997@etd53.99 [100.0000-1309.0000]
0	209	0.380			3	0.0000	sa_hcd	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@hcd30.00 [100.0000-1309.0000]
0	210	0.380			3	0.0000	sa_cid	FTMS + c ESI d sa Full ms2 432.8997@etd53.99 432.8997@cid30.00 [100.0000-1309.0000]
0	211	0.429			3	0.0000	etd	FTMS + c ESI d Full ms2 433.9021@etd53.99 [100.0000-1312.0000]
